Train_No,Confirmed,Waiting
4756,No,Yes
4757,Yes,No
4758,No,No
4759,Yes,No
4760,Yes,Yes
4761,Yes,No
4762,No,Yes
4763,Yes,No
4764,No,Yes
4765,Yes,No
4766,Yes,No
4767,No,Yes
4768,Yes,No
4769,Yes,Yes
4770,Yes,No
4771,No,Yes
4772,Yes,Yes
4773,Yes,No
4774,No,Yes
4775,No,No
4776,Yes,Yes
4777,Yes,No
4778,Yes,Yes
4779,No,No
4780,No,Yes
4781,Yes,Yes
4782,No,Yes
4783,No,Yes
4784,No,No
4785,Yes,Yes
4786,No,No
4787,Yes,No
4788,No,No
4789,Yes,Yes
4790,Yes,Yes
4791,No,Yes
4792,Yes,No
4793,Yes,Yes
4794,Yes,Yes
4795,Yes,Yes
4796,No,No
4797,Yes,No
4798,No,No
4799,No,Yes
4800,No,Yes
4801,Yes,Yes
4802,Yes,No
4803,Yes,Yes
4804,No,No
4805,No,No
4806,Yes,No
4807,No,No
4808,No,No
4809,Yes,No
4810,Yes,Yes
4811,Yes,Yes
4812,No,No
4813,Yes,Yes
4814,Yes,Yes
4815,Yes,Yes
4816,No,No
4817,No,Yes
4818,Yes,No
4819,Yes,No
4820,Yes,No
4821,No,No
4822,No,Yes
4823,Yes,Yes
4824,Yes,No
4825,Yes,Yes
4826,No,Yes
4827,No,Yes
4828,No,Yes
4829,Yes,No
4830,No,Yes
4831,No,No
4832,Yes,No
4833,No,Yes
4834,No,Yes
4835,No,No
4836,Yes,No
4837,Yes,No
4838,No,Yes
4839,Yes,Yes
4840,No,No
4841,No,No
4842,Yes,Yes
4843,No,Yes
4844,Yes,No
4845,No,No
4846,Yes,No
4847,No,No
4848,Yes,No
4849,No,No
4850,Yes,No
4851,Yes,No
4852,No,Yes
4853,Yes,No
4854,No,No
4855,No,No
4856,No,Yes
4857,No,Yes
4858,Yes,No
4859,No,Yes
4860,Yes,Yes
4861,Yes,Yes
4862,Yes,Yes
4863,Yes,Yes
4864,Yes,No
4865,No,No
4866,No,Yes
4867,No,No
4868,Yes,No
4869,No,Yes
4870,No,Yes
4871,No,Yes
4872,No,Yes
4873,No,No
4874,No,Yes
4875,Yes,No
4876,Yes,No
4877,Yes,No
4878,No,No
4879,Yes,No
4880,No,Yes
4881,No,No
4882,No,Yes
4883,No,Yes
4884,No,Yes
4885,Yes,Yes
4886,No,Yes
4887,Yes,No
4888,Yes,No
4889,No,No
4890,No,No
4891,No,Yes
4892,Yes,Yes
4893,Yes,Yes
4894,Yes,No
4895,No,No
4896,No,Yes
4897,No,Yes
4898,Yes,No
4899,No,Yes
4900,No,Yes
4901,Yes,Yes
4902,No,No
4903,Yes,Yes
4904,Yes,No
4905,No,No
4906,No,Yes
4907,No,Yes
4908,Yes,Yes
4909,No,No
4910,No,No
4911,No,No
4912,No,No
4913,No,Yes
4914,Yes,No
4915,Yes,Yes
4916,Yes,No
4917,Yes,No
4918,No,Yes
4919,No,Yes
4920,Yes,No
4921,Yes,Yes
4922,No,No
4923,No,No
4924,Yes,Yes
4925,No,No
4926,No,No
4927,No,No
4928,Yes,Yes
4929,Yes,Yes
4930,No,No
4931,Yes,Yes
4932,Yes,No
4933,No,Yes
4934,Yes,No
4935,Yes,No
4936,Yes,Yes
4937,Yes,Yes
4938,Yes,Yes
4939,No,No
4940,No,No
4941,No,Yes
4942,Yes,Yes
4943,No,Yes
4944,Yes,Yes
4945,No,No
4946,Yes,No
4947,Yes,Yes
4948,No,Yes
4949,Yes,Yes
4950,No,Yes
4951,Yes,Yes
4952,Yes,No
4953,No,Yes
4954,No,No
4955,No,Yes
4956,No,No
4957,No,No
4958,No,No
4959,Yes,Yes
4960,No,No
4961,Yes,Yes
4962,Yes,Yes
4963,Yes,Yes
4964,Yes,No
4965,Yes,Yes
4966,Yes,Yes
4967,No,No
4968,Yes,Yes
4969,Yes,No
4970,Yes,Yes
4971,Yes,Yes
4972,No,Yes
4973,No,Yes
4974,Yes,No
4975,No,No
4976,Yes,No
4977,No,No
4978,No,No
4979,Yes,Yes
4980,No,Yes
4981,No,Yes
4982,Yes,Yes
4983,No,No
4984,No,Yes
4985,No,Yes
4986,Yes,Yes
4987,No,Yes
4988,No,Yes
4989,Yes,No
4990,Yes,Yes
4991,Yes,Yes
4992,No,No
4993,No,Yes
4994,Yes,Yes
4995,Yes,No
4996,Yes,Yes
4997,No,Yes
4998,Yes,No
4999,No,Yes
5000,No,No
5001,No,Yes
5002,Yes,Yes
5003,Yes,No
5004,Yes,Yes
5005,No,No
5006,Yes,Yes
5007,Yes,Yes
5008,No,Yes
5009,No,No
5010,No,Yes
5011,Yes,Yes
5012,Yes,No
5013,No,Yes
5014,No,No
5015,Yes,Yes
5016,Yes,No
5017,Yes,Yes
5018,No,No
5019,Yes,No
5020,No,Yes
5021,No,No
5022,Yes,Yes
5023,No,Yes
5024,Yes,Yes
5025,Yes,Yes
5026,No,No
5027,Yes,Yes
5028,No,Yes
5029,No,Yes
5030,Yes,No
5031,Yes,No
5032,Yes,No
5033,Yes,Yes
5034,No,No
5035,Yes,Yes
5036,Yes,No
5037,No,Yes
5038,Yes,Yes
5039,Yes,No
5040,Yes,Yes
5041,No,No
5042,No,No
5043,No,No
5044,No,No
5045,Yes,No
5046,No,No
5047,Yes,No
5048,Yes,Yes
5049,No,Yes
5050,Yes,No
5051,Yes,No
5052,Yes,No
5053,Yes,Yes
5054,Yes,No
5055,No,No
5056,No,No
5057,Yes,No
5058,Yes,No
5059,Yes,No
5060,No,Yes
5061,Yes,No
5062,No,Yes
5063,Yes,No
5064,No,Yes
5065,No,Yes
5066,No,No
5067,Yes,Yes
5068,Yes,No
5069,No,No
5070,No,Yes
5071,No,Yes
5072,Yes,No
5073,No,No
5074,No,No
5075,No,No
5076,Yes,Yes
5077,Yes,Yes
5078,No,No
5079,No,Yes
5080,Yes,No
5081,Yes,No
5082,No,No
5083,No,No
5084,Yes,No
5085,Yes,Yes
5086,No,Yes
5087,No,Yes
5088,No,Yes
5089,Yes,No
5090,No,Yes
5091,Yes,Yes
5092,Yes,Yes
5093,Yes,No
5094,Yes,Yes
5095,Yes,Yes
5096,Yes,Yes
5097,No,Yes
5098,No,No
5099,Yes,Yes
5100,Yes,No
5101,Yes,Yes
5102,Yes,Yes
5103,No,No
5104,Yes,Yes
5105,No,No
5106,No,Yes
5107,No,Yes
5108,No,No
5109,Yes,No
5110,No,Yes
5111,Yes,Yes
5112,Yes,No
5113,Yes,No
5114,Yes,No
5115,No,Yes
5116,Yes,Yes
5117,No,No
5118,No,Yes
5119,No,No
5120,No,Yes
5121,Yes,No
5122,No,No
5123,No,Yes
5124,No,Yes
5125,Yes,No
5126,No,No
5127,No,No
5128,Yes,No
5129,Yes,Yes
5130,No,Yes
5131,No,No
5132,Yes,Yes
5133,Yes,No
5134,No,No
5135,No,Yes
5136,No,Yes
5137,No,No
5138,Yes,No
5139,Yes,No
5140,No,Yes
5141,No,Yes
5142,Yes,Yes
5143,Yes,No
5144,No,Yes
5145,No,No
5146,No,Yes
5147,No,No
5148,Yes,Yes
5149,No,No
5150,Yes,No
5151,Yes,No
5152,No,Yes
5153,Yes,Yes
5154,Yes,No
5155,Yes,No
5156,No,Yes
5157,Yes,Yes
5158,Yes,Yes
5159,No,Yes
5160,Yes,No
5161,Yes,No
5162,No,No
5163,Yes,Yes
5164,No,No
5165,No,No
5166,No,No
5167,No,No
5168,No,No
5169,No,Yes
5170,Yes,Yes
5171,Yes,Yes
5172,No,Yes
5173,No,Yes
5174,No,No
5175,Yes,Yes
5176,Yes,Yes
5177,No,Yes
5178,Yes,No
5179,Yes,Yes
5180,No,Yes
5181,No,No
5182,No,Yes
5183,Yes,No
5184,Yes,No
5185,Yes,Yes
5186,No,Yes
5187,Yes,No
5188,Yes,Yes
5189,No,No
5190,No,Yes
5191,Yes,Yes
5192,No,No
5193,Yes,Yes
5194,No,Yes
5195,Yes,No
5196,No,No
5197,No,No
5198,No,Yes
5199,Yes,Yes
5200,No,No
5201,Yes,Yes
5202,Yes,No
5203,Yes,Yes
5204,No,No
5205,Yes,No
5206,No,Yes
5207,No,Yes
5208,Yes,Yes
5209,Yes,No
5210,No,Yes
5211,Yes,Yes
5212,Yes,No
5213,No,Yes
5214,Yes,No
5215,No,Yes
5216,No,Yes
5217,No,Yes
5218,No,Yes
5219,Yes,No
5220,No,Yes
5221,No,Yes
5222,Yes,No
5223,No,Yes
5224,Yes,Yes
5225,No,No
5226,No,No
5227,Yes,Yes
5228,Yes,Yes
5229,No,Yes
5230,Yes,Yes
5231,No,Yes
5232,Yes,Yes
5233,Yes,Yes
5234,Yes,No
5235,Yes,Yes
5236,Yes,Yes
5237,Yes,No
5238,No,Yes
5239,Yes,No
5240,Yes,Yes
5241,No,Yes
5242,No,No
5243,No,Yes
5244,Yes,No
5245,Yes,No
5246,Yes,Yes
5247,No,Yes
5248,No,No
5249,No,Yes
5250,Yes,Yes
5251,No,No
5252,Yes,No
5253,No,Yes
5254,No,Yes
5255,Yes,No
5256,Yes,Yes
5257,No,Yes
5258,No,No
5259,Yes,Yes
5260,Yes,Yes
5261,No,Yes
5262,Yes,Yes
5263,No,No
5264,Yes,Yes
5265,Yes,Yes
5266,No,Yes
5267,Yes,No
5268,No,Yes
5269,Yes,Yes
5270,Yes,No
5271,No,Yes
5272,Yes,Yes
5273,No,Yes
5274,No,No
5275,Yes,Yes
5276,No,Yes
5277,Yes,No
5278,Yes,No
5279,Yes,No
5280,Yes,Yes
5281,Yes,No
5282,Yes,Yes
5283,No,Yes
5284,No,Yes
5285,No,No
5286,Yes,Yes
5287,Yes,No
5288,No,Yes
5289,No,Yes
5290,Yes,No
5291,Yes,Yes
5292,No,No
5293,Yes,No
5294,No,Yes
5295,No,Yes
5296,Yes,Yes
5297,No,No
5298,Yes,Yes
5299,Yes,No
5300,Yes,Yes
5301,Yes,No
5302,Yes,No
5303,Yes,No
5304,No,No
5305,No,Yes
5306,Yes,Yes
5307,Yes,Yes
5308,Yes,No
5309,Yes,Yes
5310,No,No
5311,No,No
5312,No,Yes
5313,No,Yes
5314,No,No
5315,No,Yes
5316,Yes,Yes
5317,Yes,No
5318,Yes,Yes
5319,No,No
5320,Yes,Yes
5321,No,Yes
5322,Yes,No
5323,No,Yes
5324,Yes,No
5325,No,No
5326,No,Yes
5327,No,No
5328,Yes,No
5329,No,Yes
5330,Yes,No
5331,No,Yes
5332,Yes,No
5333,No,No
5334,No,Yes
5335,No,No
5336,Yes,No
5337,Yes,Yes
5338,Yes,No
5339,Yes,Yes
5340,Yes,Yes
5341,Yes,Yes
5342,No,Yes
5343,Yes,No
5344,Yes,No
5345,No,No
5346,No,Yes
5347,Yes,No
5348,Yes,No
5349,Yes,Yes
5350,No,No
5351,No,No
5352,No,Yes
5353,Yes,Yes
5354,No,Yes
5355,Yes,Yes
5356,Yes,No
5357,Yes,No
5358,Yes,Yes
5359,Yes,No
5360,Yes,No
5361,Yes,Yes
5362,Yes,Yes
5363,No,No
5364,Yes,No
5365,Yes,No
5366,No,Yes
5367,Yes,Yes
5368,No,Yes
5369,No,No
5370,Yes,Yes
5371,No,No
5372,Yes,No
5373,Yes,No
5374,Yes,No
5375,Yes,Yes
5376,No,No
5377,Yes,No
5378,No,Yes
5379,No,Yes
5380,No,No
5381,No,Yes
5382,No,Yes
5383,Yes,Yes
5384,Yes,Yes
5385,Yes,No
5386,No,No
5387,No,No
5388,Yes,Yes
5389,Yes,Yes
5390,Yes,Yes
5391,Yes,No
5392,No,Yes
5393,Yes,No
5394,No,Yes
5395,No,Yes
5396,No,Yes
5397,No,Yes
5398,Yes,No
5399,Yes,No
5400,Yes,No
5401,No,No
5402,No,No
5403,Yes,No
5404,No,No
5405,Yes,Yes
5406,No,Yes
5407,Yes,Yes
5408,No,Yes
5409,Yes,Yes
5410,No,No
5411,Yes,Yes
5412,No,Yes
5413,Yes,No
5414,Yes,Yes
5415,Yes,No
5416,No,Yes
5417,Yes,No
5418,Yes,No
5419,Yes,Yes
5420,Yes,No
5421,Yes,Yes
5422,Yes,Yes
5423,Yes,Yes
5424,No,No
5425,No,Yes
5426,Yes,Yes
5427,No,Yes
5428,No,Yes
5429,No,No
5430,No,Yes
5431,Yes,No
5432,No,No
5433,No,Yes
5434,No,No
5435,Yes,No
5436,No,Yes
5437,Yes,Yes
5438,No,No
5439,No,Yes
5440,Yes,No
5441,No,No
5442,No,No
5443,Yes,No
5444,Yes,Yes
5445,No,Yes
5446,No,Yes
5447,Yes,Yes
5448,Yes,Yes
5449,Yes,No
5450,No,No
5451,No,No
5452,Yes,Yes
5453,No,Yes
5454,Yes,Yes
5455,No,Yes
5456,No,No
5457,No,No
5458,No,No
5459,Yes,No
5460,Yes,No
5461,No,Yes
5462,Yes,Yes
5463,Yes,Yes
5464,No,Yes
5465,No,No
5466,Yes,Yes
5467,No,No
5468,No,Yes
5469,No,No
5470,No,Yes
5471,Yes,No
5472,No,No
5473,Yes,No
5474,No,No
5475,No,Yes
5476,Yes,Yes
5477,No,No
5478,Yes,No
5479,No,No
5480,No,Yes
5481,Yes,Yes
5482,No,Yes
5483,No,Yes
5484,No,Yes
5485,Yes,No
5486,Yes,Yes
5487,Yes,No
5488,Yes,Yes
5489,Yes,Yes
5490,Yes,Yes
5491,Yes,No
5492,No,No
5493,No,Yes
5494,No,No
5495,No,No
5496,Yes,Yes
5497,Yes,Yes
5498,No,No
5499,No,No
5500,No,No
5501,No,No
5502,Yes,No
5503,No,Yes
5504,Yes,No
5505,Yes,Yes
5506,No,Yes
5507,No,Yes
5508,No,No
5509,No,No
5510,No,No
5511,Yes,Yes
5512,No,No
5513,Yes,No
5514,Yes,Yes
5515,Yes,No
5516,No,Yes
5517,Yes,Yes
5518,No,No
5519,Yes,Yes
5520,No,Yes
5521,Yes,Yes
5522,No,No
5523,No,No
5524,Yes,Yes
5525,No,Yes
5526,Yes,Yes
5527,Yes,Yes
5528,Yes,Yes
5529,Yes,Yes
5530,Yes,Yes
5531,No,Yes
5532,No,No
5533,No,Yes
5534,Yes,Yes
5535,Yes,No
5536,Yes,No
5537,Yes,No
5538,No,No
5539,Yes,No
5540,Yes,Yes
5541,Yes,No
5542,Yes,Yes
5543,No,Yes
5544,No,Yes
5545,No,Yes
5546,Yes,No
5547,No,No
5548,Yes,No
5549,Yes,No
5550,Yes,No
5551,Yes,Yes
5552,Yes,No
5553,No,No
5554,Yes,No
5555,No,Yes
5556,Yes,Yes
5557,No,Yes
5558,Yes,No
5559,Yes,No
5560,No,No
5561,Yes,No
5562,No,No
5563,Yes,Yes
5564,Yes,No
5565,Yes,No
5566,No,No
5567,Yes,No
5568,No,No
5569,Yes,Yes
5570,No,No
5571,No,Yes
5572,Yes,Yes
5573,Yes,Yes
5574,Yes,Yes
5575,Yes,Yes
5576,No,Yes
5577,No,Yes
5578,Yes,Yes
5579,Yes,Yes
5580,Yes,No
5581,No,Yes
5582,Yes,Yes
5583,Yes,No
5584,No,No
5585,No,Yes
5586,No,No
5587,Yes,No
5588,Yes,No
5589,Yes,Yes
5590,No,Yes
5591,No,No
5592,Yes,No
5593,Yes,Yes
5594,No,No
5595,No,No
5596,No,Yes
5597,No,No
5598,No,No
5599,No,No
5600,Yes,Yes
5601,Yes,No
5602,Yes,No
5603,Yes,Yes
5604,Yes,Yes
5605,Yes,Yes
5606,Yes,No
5607,Yes,Yes
5608,Yes,Yes
5609,No,Yes
5610,No,Yes
5611,No,No
5612,Yes,Yes
5613,No,No
5614,No,Yes
5615,Yes,No
5616,Yes,No
5617,No,Yes
5618,Yes,No
5619,Yes,Yes
5620,No,Yes
5621,Yes,No
5622,No,Yes
5623,Yes,Yes
5624,No,Yes
5625,No,No
5626,No,No
5627,No,Yes
5628,No,No
5629,Yes,No
5630,No,No
5631,Yes,Yes
5632,No,Yes
5633,No,Yes
5634,No,Yes
5635,Yes,No
5636,No,No
5637,Yes,No
5638,Yes,No
5639,Yes,No
5640,Yes,Yes
5641,Yes,Yes
5642,No,No
5643,Yes,Yes
5644,Yes,Yes
5645,No,Yes
5646,No,Yes
5647,No,No
5648,Yes,Yes
5649,No,No
5650,No,Yes
5651,No,Yes
5652,Yes,Yes
5653,No,No
5654,No,No
5655,No,No
5656,No,Yes
5657,No,No
5658,No,Yes
5659,Yes,Yes
5660,No,Yes
5661,No,Yes
5662,Yes,Yes
5663,Yes,No
5664,No,Yes
5665,Yes,Yes
5666,No,Yes
5667,Yes,Yes
5668,Yes,Yes
5669,No,No
5670,No,No
5671,No,Yes
5672,No,Yes
5673,Yes,No
5674,No,Yes
5675,No,Yes
5676,No,Yes
5677,No,Yes
5678,Yes,No
5679,Yes,Yes
5680,Yes,Yes
5681,No,Yes
5682,No,Yes
5683,Yes,No
5684,No,Yes
5685,No,Yes
5686,Yes,Yes
5687,Yes,No
5688,No,No
5689,No,No
5690,No,Yes
5691,No,Yes
5692,Yes,No
5693,Yes,Yes
5694,Yes,No
5695,No,No
5696,Yes,Yes
5697,Yes,No
5698,Yes,No
5699,No,Yes
5700,Yes,Yes
5701,Yes,Yes
5702,Yes,No
5703,Yes,Yes
5704,No,No
5705,Yes,No
5706,Yes,Yes
5707,No,Yes
5708,No,No
5709,No,No
5710,Yes,No
5711,No,Yes
5712,No,Yes
5713,Yes,Yes
5714,Yes,Yes
5715,Yes,Yes
5716,No,Yes
5717,No,Yes
5718,No,No
5719,No,Yes
5720,Yes,Yes
5721,No,No
5722,Yes,No
5723,Yes,Yes
5724,No,No
5725,No,Yes
5726,Yes,Yes
5727,No,No
5728,Yes,Yes
5729,No,Yes
5730,Yes,Yes
5731,No,Yes
5732,Yes,No
5733,No,No
5734,Yes,No
5735,No,No
5736,No,Yes
5737,Yes,No
5738,Yes,Yes
5739,No,No
5740,No,Yes
5741,No,No
5742,No,No
5743,Yes,Yes
5744,Yes,No
5745,Yes,No
5746,No,No
5747,Yes,Yes
5748,Yes,Yes
5749,No,Yes
5750,No,No
5751,Yes,No
5752,Yes,No
5753,No,No
5754,Yes,Yes
5755,No,No
5756,Yes,No
5757,Yes,No
5758,No,No
5759,Yes,Yes
5760,No,Yes
5761,Yes,No
5762,Yes,No
5763,Yes,Yes
5764,No,Yes
5765,No,Yes
5766,No,Yes
5767,Yes,No
5768,No,No
5769,Yes,Yes
5770,Yes,Yes
5771,No,Yes
5772,No,Yes
5773,Yes,No
5774,Yes,No
5775,No,Yes
5776,No,Yes
5777,No,Yes
5778,No,No
5779,No,No
5780,No,No
5781,Yes,Yes
5782,Yes,Yes
5783,No,No
5784,No,No
5785,Yes,Yes
5786,Yes,Yes
5787,No,No
5788,Yes,Yes
5789,Yes,No
5790,Yes,No
5791,Yes,Yes
5792,No,Yes
5793,Yes,No
5794,No,No
5795,No,No
5796,No,Yes
5797,No,No
5798,Yes,No
5799,Yes,Yes
5800,Yes,Yes
5801,Yes,Yes
5802,Yes,No
5803,No,No
5804,Yes,No
5805,No,No
5806,No,No
5807,No,No
5808,Yes,No
5809,No,Yes
5810,Yes,No
5811,Yes,No
5812,Yes,Yes
5813,Yes,No
5814,No,Yes
5815,No,Yes
5816,No,No
5817,No,Yes
5818,No,Yes
5819,No,Yes
5820,No,No
5821,Yes,Yes
5822,Yes,No
5823,No,Yes
5824,Yes,Yes
5825,Yes,No
5826,No,Yes
5827,No,Yes
5828,No,No
5829,No,No
5830,Yes,No
5831,Yes,Yes
5832,No,Yes
5833,Yes,No
5834,No,No
5835,No,No
5836,No,Yes
5837,No,Yes
5838,No,Yes
5839,No,Yes
5840,No,No
5841,Yes,Yes
5842,Yes,Yes
5843,No,Yes
5844,No,No
5845,Yes,Yes
5846,No,Yes
5847,No,Yes
5848,No,Yes
5849,Yes,Yes
5850,Yes,No
5851,Yes,Yes
5852,No,No
5853,No,Yes
5854,No,Yes
5855,No,No
5856,No,Yes
5857,Yes,No
5858,Yes,No
5859,Yes,Yes
5860,No,No
5861,Yes,Yes
5862,No,No
5863,No,Yes
5864,No,No
5865,No,Yes
5866,Yes,Yes
5867,Yes,Yes
5868,Yes,Yes
5869,Yes,No
5870,Yes,Yes
5871,Yes,Yes
5872,Yes,Yes
5873,No,Yes
5874,No,No
5875,No,No
5876,Yes,Yes
5877,No,No
5878,No,No
5879,Yes,No
5880,Yes,Yes
5881,Yes,Yes
5882,No,No
5883,Yes,Yes
5884,No,No
5885,Yes,No
5886,No,Yes
5887,No,No
5888,Yes,Yes
5889,Yes,Yes
5890,Yes,No
5891,Yes,Yes
5892,No,No
5893,Yes,Yes
5894,Yes,No
5895,Yes,No
5896,No,No
5897,No,Yes
5898,No,Yes
5899,Yes,Yes
5900,Yes,Yes
5901,No,No
5902,Yes,No
5903,Yes,No
5904,No,No
5905,Yes,No
5906,No,Yes
5907,No,Yes
5908,No,No
5909,Yes,Yes
5910,Yes,Yes
5911,Yes,No
5912,No,Yes
5913,No,Yes
5914,No,Yes
5915,No,Yes
5916,No,Yes
5917,Yes,Yes
5918,No,No
5919,No,Yes
5920,No,Yes
5921,No,No
5922,Yes,Yes
5923,Yes,No
5924,No,No
5925,No,No
5926,No,No
5927,Yes,Yes
5928,No,No
5929,No,No
5930,Yes,Yes
5931,Yes,Yes
5932,Yes,No
5933,No,No
5934,No,Yes
5935,Yes,Yes
5936,Yes,Yes
5937,No,No
5938,No,No
5939,Yes,Yes
5940,Yes,Yes
5941,No,No
5942,Yes,No
5943,Yes,Yes
5944,Yes,No
5945,No,No
5946,No,No
5947,No,No
5948,Yes,No
5949,No,Yes
5950,No,No
5951,No,Yes
5952,No,Yes
5953,No,No
5954,Yes,Yes
5955,No,No
5956,Yes,No
5957,Yes,Yes
5958,No,Yes
5959,Yes,Yes
5960,No,No
5961,No,No
5962,No,Yes
5963,Yes,Yes
5964,No,Yes
5965,No,Yes
5966,Yes,Yes
5967,No,No
5968,No,No
5969,No,No
5970,Yes,No
5971,No,No
5972,No,Yes
5973,Yes,Yes
5974,Yes,Yes
5975,Yes,No
5976,No,No
5977,No,Yes
5978,No,Yes
5979,No,Yes
5980,No,No
5981,No,No
5982,Yes,Yes
5983,Yes,Yes
5984,No,Yes
5985,No,Yes
5986,Yes,No
5987,Yes,No
5988,Yes,Yes
5989,Yes,Yes
5990,No,Yes
5991,Yes,No
5992,No,No
5993,Yes,No
5994,No,Yes
5995,Yes,Yes
5996,No,Yes
5997,Yes,No
5998,Yes,Yes
5999,No,No
6000,Yes,No
6001,No,No
6002,No,Yes
6003,No,Yes
6004,Yes,Yes
6005,No,No
6006,No,No
6007,Yes,Yes
6008,Yes,Yes
6009,No,No
6010,No,No
6011,Yes,Yes
6012,No,No
6013,Yes,Yes
6014,No,No
6015,Yes,No
6016,No,Yes
6017,Yes,No
6018,No,No
6019,Yes,No
6020,Yes,Yes
6021,Yes,Yes
6022,No,No
6023,Yes,No
6024,Yes,Yes
6025,No,No
6026,Yes,No
6027,Yes,Yes
6028,No,No
6029,Yes,No
6030,Yes,Yes
6031,Yes,No
6032,No,No
6033,No,Yes
6034,No,Yes
6035,Yes,No
6036,Yes,No
6037,Yes,No
6038,Yes,No
6039,Yes,No
6040,Yes,No
6041,Yes,Yes
6042,Yes,No
6043,No,Yes
6044,No,No
6045,No,Yes
6046,No,No
6047,Yes,No
6048,No,No
6049,Yes,No
6050,Yes,Yes
6051,Yes,No
6052,Yes,Yes
6053,Yes,No
6054,Yes,Yes
6055,No,Yes
6056,Yes,No
6057,No,Yes
6058,No,Yes
6059,Yes,No
6060,No,No
6061,No,Yes
6062,No,No
6063,No,Yes
6064,No,No
6065,Yes,Yes
6066,Yes,No
6067,No,Yes
6068,Yes,Yes
6069,Yes,No
6070,Yes,Yes
6071,Yes,Yes
6072,No,No
6073,Yes,No
6074,No,Yes
6075,No,Yes
6076,Yes,Yes
6077,Yes,No
6078,No,No
6079,No,No
6080,Yes,No
6081,Yes,Yes
6082,No,No
6083,No,No
6084,Yes,Yes
6085,No,No
6086,No,Yes
6087,Yes,Yes
6088,No,Yes
6089,No,Yes
6090,Yes,No
6091,Yes,No
6092,No,Yes
6093,Yes,No
6094,No,Yes
6095,Yes,No
6096,Yes,Yes
6097,No,No
6098,Yes,Yes
6099,Yes,No
6100,Yes,Yes
6101,No,No
6102,Yes,No
6103,Yes,Yes
6104,Yes,No
6105,Yes,No
6106,No,No
6107,No,Yes
6108,Yes,No
6109,Yes,Yes
6110,No,No
6111,No,No
6112,Yes,No
6113,Yes,Yes
6114,Yes,Yes
6115,No,Yes
6116,Yes,No
6117,No,Yes
6118,No,No
6119,Yes,Yes
6120,No,No
6121,No,No
6122,Yes,No
6123,Yes,No
6124,Yes,Yes
6125,No,No
6126,No,Yes
6127,Yes,No
6128,Yes,No
6129,Yes,Yes
6130,Yes,No
6131,Yes,Yes
6132,No,Yes
6133,Yes,No
6134,Yes,Yes
6135,Yes,No
6136,No,No
6137,No,No
6138,No,No
6139,No,Yes
6140,Yes,Yes
6141,No,Yes
6142,No,Yes
6143,Yes,No
6144,No,No
6145,Yes,Yes
6146,No,Yes
6147,No,No
6148,No,No
6149,No,No
6150,Yes,Yes
6151,No,No
6152,Yes,Yes
6153,Yes,No
6154,No,Yes
6155,Yes,Yes
6156,Yes,No
6157,Yes,Yes
6158,No,No
6159,Yes,No
6160,Yes,No
6161,Yes,Yes
6162,Yes,No
6163,Yes,No
6164,No,No
6165,No,No
6166,No,No
6167,No,Yes
6168,Yes,No
6169,Yes,No
6170,No,No
6171,No,Yes
6172,Yes,No
6173,Yes,No
6174,Yes,Yes
6175,Yes,No
6176,No,Yes
6177,Yes,No
6178,Yes,Yes
6179,No,No
6180,Yes,Yes
6181,Yes,Yes
6182,Yes,Yes
6183,No,Yes
6184,No,Yes
6185,Yes,No
6186,Yes,No
6187,No,No
6188,No,Yes
6189,No,Yes
6190,Yes,No
6191,Yes,Yes
6192,No,No
6193,Yes,Yes
6194,No,Yes
6195,Yes,Yes
6196,No,Yes
6197,Yes,No
6198,No,Yes
6199,No,Yes
6200,No,No
6201,Yes,No
6202,Yes,No
6203,No,No
6204,Yes,Yes
6205,Yes,Yes
6206,Yes,Yes
6207,Yes,Yes
6208,No,No
6209,No,Yes
6210,No,No
6211,No,Yes
6212,Yes,Yes
6213,Yes,Yes
6214,No,No
6215,Yes,No
6216,Yes,Yes
6217,Yes,Yes
6218,No,No
6219,No,No
6220,No,No
6221,Yes,Yes
6222,No,Yes
6223,Yes,Yes
6224,Yes,Yes
6225,No,No
6226,Yes,No
6227,No,Yes
6228,Yes,No
6229,No,No
6230,No,Yes
6231,Yes,No
6232,Yes,No
6233,Yes,Yes
6234,No,No
6235,No,No
6236,No,Yes
6237,No,Yes
6238,No,Yes
6239,No,Yes
6240,Yes,No
6241,Yes,No
6242,Yes,Yes
6243,Yes,No
6244,Yes,Yes
6245,Yes,No
6246,Yes,Yes
6247,No,No
6248,Yes,No
6249,Yes,No
6250,Yes,No
6251,No,Yes
6252,Yes,No
6253,No,No
6254,No,Yes
6255,No,Yes
6256,Yes,Yes
6257,No,Yes
6258,Yes,Yes
6259,Yes,No
6260,Yes,No
6261,Yes,Yes
6262,No,Yes
6263,No,Yes
6264,No,No
6265,No,Yes
6266,Yes,Yes
6267,No,No
6268,No,Yes
6269,No,No
6270,No,Yes
6271,Yes,Yes
6272,Yes,Yes
6273,Yes,No
6274,No,Yes
6275,Yes,No
6276,Yes,Yes
6277,Yes,No
6278,Yes,Yes
6279,No,Yes
6280,No,Yes
6281,No,No
6282,Yes,No
6283,Yes,No
6284,No,Yes
6285,Yes,No
6286,No,Yes
6287,Yes,Yes
6288,Yes,No
6289,No,Yes
6290,Yes,Yes
6291,Yes,No
6292,No,Yes
6293,Yes,Yes
6294,No,Yes
6295,No,No
6296,Yes,No
6297,Yes,No
6298,No,Yes
6299,No,Yes
