Train_No,Route_ID,Departure_Date,Arrival_Date,Departure_Time,Arrival_Time
20,754,2023-02-17,2023-11-03,14:01:34,09:39:52
19,678,2023-01-03,2023-07-22,23:19:10,02:19:51
5,903,2023-08-07,2023-02-23,00:06:21,09:11:49
3,283,2023-02-19,2023-01-18,08:20:00,10:12:14
14,933,2023-02-22,2023-04-05,09:52:52,11:24:37
8,966,2023-03-11,2023-09-07,01:37:47,08:53:16
18,128,2023-11-11,2023-05-24,06:22:57,00:56:58
14,295,2023-11-16,2023-02-26,15:03:07,08:58:25
15,9,2023-11-28,2023-09-27,17:59:53,13:09:43
8,499,2023-03-22,2023-10-05,17:28:37,11:40:23
10,244,2023-08-18,2023-04-25,00:05:49,16:20:34
7,149,2023-01-27,2023-08-26,15:29:29,18:20:51
12,407,2023-01-26,2023-04-10,04:27:05,15:29:50
7,349,2023-03-31,2023-08-13,09:40:28,13:08:13
16,563,2023-03-07,2023-10-24,15:38:58,13:12:59
17,545,2023-02-07,2023-10-01,10:41:46,17:35:23
5,344,2023-08-06,2023-05-08,12:37:40,21:18:44
16,989,2023-11-26,2023-10-26,19:54:43,00:32:16
9,894,2023-07-12,2023-07-17,01:59:33,06:43:23
3,307,2023-10-16,2023-07-25,04:11:31,09:46:10
2,11,2023-10-30,2023-05-07,08:20:00,12:31:49
12,821,2023-05-14,2023-02-26,21:19:58,20:25:09
9,331,2023-01-03,2023-05-09,04:13:59,05:08:08
4,716,2023-05-25,2023-07-28,22:02:42,05:27:09
6,734,2023-05-22,2023-12-26,19:51:48,17:21:10
17,41,2023-10-24,2023-07-16,01:48:58,03:07:31
17,585,2023-06-08,2023-07-07,05:03:42,17:21:32
16,590,2023-02-01,2023-01-21,04:05:23,02:56:48
16,640,2023-04-03,2023-09-22,04:50:29,11:51:01
1,132,2023-08-19,2023-11-05,16:24:56,22:39:00
9,472,2023-03-21,2023-01-15,05:59:30,05:19:07
3,973,2023-11-09,2023-07-29,05:36:31,21:50:37
2,735,2023-02-15,2023-10-09,16:37:25,15:26:56
6,257,2023-08-10,2023-12-27,07:21:12,14:02:26
7,569,2023-01-26,2023-12-05,17:37:18,09:39:19
20,476,2023-03-13,2023-05-18,10:14:11,19:35:43
11,601,2023-02-14,2023-06-16,07:12:49,01:02:18
18,762,2023-06-15,2023-05-03,22:10:57,12:29:11
13,164,2023-04-29,2023-03-14,13:48:15,08:31:25
11,320,2023-08-04,2023-12-20,17:10:50,09:27:23
2,393,2023-06-23,2023-01-18,20:06:48,22:09:17
4,621,2023-04-28,2023-07-24,17:47:47,16:42:07
8,709,2023-09-08,2023-05-04,07:25:58,12:00:57
20,143,2023-04-02,2023-09-14,11:12:59,21:18:24
4,308,2023-12-12,2023-11-08,06:27:55,16:46:39
11,804,2023-04-19,2023-03-31,14:14:33,18:38:50
17,853,2023-10-04,2023-06-16,15:21:01,19:03:43
17,193,2023-01-26,2023-09-22,16:56:18,04:28:25
2,705,2023-04-28,2023-02-28,23:02:00,13:19:23
3,399,2023-01-13,2023-04-21,19:04:43,10:53:06
10,575,2023-06-04,2023-06-08,15:29:07,22:12:20
20,963,2023-05-26,2023-09-27,20:00:27,15:47:52
8,683,2023-09-19,2023-01-13,13:04:09,12:50:20
7,120,2023-03-16,2023-11-08,23:04:57,13:09:43
6,122,2023-08-16,2023-06-23,20:40:51,22:22:29
12,421,2023-09-08,2023-07-29,12:16:17,09:16:14
6,439,2023-08-17,2023-03-03,15:02:49,15:52:35
18,799,2023-03-08,2023-09-07,05:33:35,19:53:49
14,307,2023-10-30,2023-05-24,12:48:40,13:35:54
5,875,2023-02-20,2023-02-12,03:47:21,01:12:40
16,602,2023-04-23,2023-07-06,02:00:15,12:44:06
9,964,2023-11-18,2023-06-17,16:27:41,04:30:38
6,688,2023-10-13,2023-04-27,16:45:10,00:55:57
20,434,2023-08-17,2023-06-08,13:29:17,14:27:01
16,110,2023-04-30,2023-01-21,23:23:14,02:39:34
18,264,2023-08-27,2023-07-07,05:10:44,08:18:15
9,121,2023-02-14,2023-03-28,12:20:51,02:50:44
17,297,2023-08-14,2023-01-07,05:25:05,10:27:37
17,802,2023-04-27,2023-02-26,02:53:58,16:32:43
17,941,2023-11-10,2023-11-15,22:05:52,23:54:57
2,423,2023-03-02,2023-09-18,10:55:11,20:12:55
15,895,2023-03-04,2023-04-22,08:09:05,00:30:01
8,875,2023-02-16,2023-03-01,14:27:02,08:36:39
17,230,2023-05-26,2023-04-30,06:06:07,23:26:39
17,179,2023-11-21,2023-12-10,02:15:06,01:19:25
7,559,2023-12-10,2023-11-04,07:25:27,03:48:05
12,313,2023-11-03,2023-09-26,02:17:30,22:31:12
9,114,2023-05-29,2023-11-01,03:34:51,23:18:21
19,951,2023-08-24,2023-12-17,21:28:54,07:08:34
9,570,2023-12-03,2023-03-30,20:48:32,18:07:44
16,148,2023-12-28,2023-08-30,04:19:22,00:10:32
17,871,2023-11-24,2023-10-21,08:56:56,03:07:59
14,732,2023-10-17,2023-03-26,16:20:21,03:59:21
18,408,2023-07-08,2023-09-15,05:41:56,13:28:17
13,717,2023-02-22,2023-08-31,16:50:33,09:41:31
16,713,2023-10-10,2023-10-27,18:49:42,00:22:03
1,562,2023-09-24,2022-12-29,00:26:28,16:36:43
15,779,2023-03-20,2023-03-04,08:37:41,11:23:22
13,739,2023-05-01,2023-09-24,06:46:02,19:49:35
19,941,2023-07-10,2023-07-11,05:57:08,10:11:21
17,27,2023-08-14,2023-11-04,01:42:51,09:25:07
5,971,2023-07-09,2023-01-23,12:06:49,20:36:36
20,960,2023-07-15,2023-03-21,21:52:25,04:32:52
9,725,2023-07-25,2023-07-15,10:40:27,10:23:20
20,136,2023-01-03,2023-06-01,14:10:42,16:05:08
10,806,2023-07-20,2023-07-20,02:28:08,18:58:27
9,564,2023-11-01,2023-01-23,20:15:34,22:17:55
11,121,2023-06-05,2023-09-25,07:06:33,02:19:23
19,116,2023-06-09,2023-04-07,19:11:39,06:35:29
10,931,2023-05-20,2023-02-03,15:26:14,01:34:04
11,217,2023-09-07,2023-07-27,02:46:01,21:24:46
11,719,2023-08-09,2023-05-04,17:56:18,01:36:30
9,815,2023-04-06,2023-06-04,19:00:18,21:53:54
20,29,2023-11-05,2023-11-22,18:07:43,19:16:11
12,666,2023-06-18,2023-02-28,00:25:44,22:00:08
10,550,2023-10-10,2023-10-13,22:05:19,03:11:24
14,523,2023-01-27,2023-09-05,04:20:01,06:58:16
8,358,2023-11-24,2023-11-08,05:20:57,02:37:51
1,100,2023-02-15,2023-01-25,08:38:40,06:48:45
14,952,2023-01-23,2023-09-17,13:51:35,05:25:53
16,162,2023-04-13,2023-01-21,21:07:18,07:30:53
5,917,2023-07-31,2023-01-31,10:14:21,14:16:19
1,329,2023-09-12,2023-04-14,20:47:17,02:08:28
9,492,2023-01-06,2023-01-24,14:44:59,11:47:07
11,750,2023-11-14,2023-01-10,09:31:33,01:21:55
15,623,2023-06-25,2023-11-16,01:19:10,06:03:26
8,688,2023-02-25,2023-09-25,01:45:44,01:51:20
20,768,2023-10-16,2023-02-07,01:29:29,05:00:28
4,575,2023-08-28,2023-05-24,05:30:38,14:20:22
17,821,2023-04-12,2023-08-05,08:39:25,00:11:43
8,3,2023-11-15,2023-10-09,16:06:12,17:21:37
8,821,2023-02-05,2023-08-31,13:38:05,10:03:33
6,686,2023-03-09,2023-05-01,04:51:59,01:45:54
14,116,2023-08-09,2023-01-07,22:29:17,02:45:09
20,303,2023-01-10,2023-06-28,20:03:52,17:27:13
3,236,2023-12-02,2023-02-10,08:50:07,05:03:39
13,564,2023-09-27,2023-07-24,22:14:55,06:56:37
15,213,2023-12-08,2023-08-15,10:03:26,00:49:36
11,930,2023-02-12,2023-07-20,06:14:45,05:35:23
13,3,2023-01-09,2023-08-18,13:07:06,00:12:51
10,862,2023-02-23,2023-07-15,02:08:39,18:17:50
2,987,2023-02-23,2023-07-08,04:59:08,21:12:37
3,509,2023-01-22,2023-12-12,19:26:24,14:24:10
1,3,2023-12-21,2023-11-21,20:40:07,02:40:45
16,635,2023-01-14,2023-12-21,18:29:05,04:38:48
19,559,2023-04-18,2023-04-12,12:43:48,01:14:36
8,926,2023-04-07,2023-03-09,19:51:44,03:00:11
1,701,2023-12-20,2023-07-30,08:59:00,23:39:37
5,939,2023-08-15,2023-03-21,20:35:18,18:55:26
15,445,2023-11-23,2023-12-16,12:16:11,01:21:50
1,509,2023-02-20,2023-04-24,19:57:31,08:36:32
9,501,2023-04-27,2023-06-14,17:50:14,07:58:07
7,577,2023-10-10,2023-04-07,06:05:59,11:44:42
1,354,2023-04-28,2023-07-09,18:38:40,02:30:05
6,631,2023-03-14,2023-02-17,02:18:44,14:59:58
5,880,2023-02-22,2023-10-23,06:35:36,12:28:39
3,691,2023-03-02,2023-02-27,00:09:40,05:39:30
14,944,2023-04-12,2023-04-29,02:24:46,00:29:56
12,258,2023-10-12,2023-02-02,21:30:57,13:24:20
11,313,2023-03-07,2023-01-16,22:11:15,08:26:42
8,33,2023-12-24,2023-08-27,05:45:50,23:49:57
15,190,2023-04-02,2023-01-25,22:31:35,04:53:25
10,788,2023-05-05,2023-05-04,02:05:35,20:39:16
19,921,2023-12-15,2023-01-17,04:50:43,23:50:54
5,598,2023-05-21,2023-05-25,14:02:34,08:23:53
6,946,2023-08-06,2023-01-22,21:43:14,13:03:28
3,691,2023-10-22,2023-11-20,08:26:00,17:50:25
6,225,2023-08-05,2023-10-16,11:22:50,17:04:11
19,429,2023-06-26,2023-11-05,00:18:26,16:31:21
17,598,2023-02-27,2023-09-16,05:59:25,16:48:47
19,940,2023-01-20,2023-03-24,18:27:25,21:46:53
19,130,2023-07-26,2023-05-11,20:06:54,07:37:15
17,218,2023-12-17,2023-01-23,00:22:20,04:51:15
14,874,2023-12-06,2023-07-20,22:14:35,20:12:08
11,622,2022-12-30,2023-08-11,13:29:37,04:36:11
15,683,2023-08-04,2023-12-11,10:34:28,14:52:40
2,24,2023-04-23,2023-02-10,12:19:49,07:17:49
9,314,2023-06-27,2023-02-12,00:11:42,05:08:47
8,416,2023-12-06,2023-05-27,00:05:49,05:40:57
2,294,2022-12-30,2023-07-12,01:35:49,18:11:38
4,865,2023-04-07,2023-05-05,15:11:49,17:25:39
20,930,2023-01-10,2023-08-24,07:44:20,12:04:51
8,421,2023-12-04,2023-08-31,12:22:32,02:06:30
18,150,2023-11-19,2023-11-12,14:56:40,02:07:39
1,395,2023-02-26,2023-12-01,22:59:56,21:31:12
18,784,2023-01-31,2023-07-18,13:33:12,21:51:41
11,484,2023-04-13,2023-05-01,23:50:31,10:44:51
1,889,2023-12-01,2023-06-29,11:03:36,22:17:50
3,789,2022-12-30,2023-12-15,03:34:15,04:13:51
8,372,2023-07-07,2023-05-05,12:26:09,03:17:02
1,180,2023-12-27,2023-04-09,15:26:32,21:55:01
4,564,2023-04-15,2023-02-22,20:00:25,11:28:15
5,480,2023-09-29,2023-11-20,10:54:13,11:43:03
18,844,2023-11-13,2023-08-22,03:00:04,16:56:25
10,45,2023-01-06,2023-12-22,11:53:11,13:32:19
8,705,2023-10-15,2023-12-02,14:16:16,08:54:57
20,919,2023-06-04,2023-11-09,00:13:07,23:27:51
12,90,2023-09-15,2023-04-29,00:00:25,22:50:02
4,588,2023-03-11,2023-11-22,05:14:55,12:54:48
12,994,2023-06-08,2023-08-26,07:21:21,10:42:32
15,309,2023-05-28,2023-04-12,16:49:36,23:32:48
19,242,2023-02-02,2023-08-13,03:04:39,06:32:15
15,424,2023-12-28,2023-04-04,10:07:21,05:56:15
10,909,2023-09-12,2023-08-03,19:23:29,16:28:38
16,552,2023-10-15,2023-10-13,04:28:16,21:02:18
3,21,2023-03-28,2023-06-08,08:58:32,07:48:49
3,450,2023-09-28,2023-08-12,00:57:44,12:51:09
7,134,2023-12-18,2023-06-23,18:10:41,06:37:10
16,976,2023-12-13,2023-02-26,19:33:26,09:47:05
4,927,2023-03-04,2022-12-28,18:43:08,21:10:36
17,265,2023-10-11,2023-01-24,09:57:54,17:31:13
13,904,2023-09-20,2023-12-26,10:12:05,03:38:42
12,684,2022-12-30,2023-01-12,05:29:16,07:27:34
1,340,2023-06-07,2023-04-08,18:33:05,03:36:28
7,95,2023-09-08,2023-03-20,18:51:13,03:05:22
18,724,2023-10-16,2023-04-25,02:43:15,09:46:46
19,102,2023-10-16,2023-11-08,08:25:02,11:46:22
19,640,2023-06-15,2023-11-13,15:17:08,05:30:44
7,590,2023-05-23,2023-12-05,02:08:38,19:21:39
12,402,2023-06-01,2023-10-14,21:35:38,18:38:50
9,780,2023-04-24,2023-07-27,15:38:52,03:11:28
13,706,2023-07-03,2023-10-10,10:34:07,06:56:24
15,314,2023-05-10,2023-02-10,19:18:07,12:09:10
5,65,2023-12-21,2023-08-27,15:45:46,10:42:08
14,435,2023-06-05,2023-03-20,18:19:19,18:39:21
18,717,2023-11-21,2023-08-26,17:20:21,21:28:38
9,642,2023-09-28,2023-03-02,21:06:14,19:03:36
9,787,2023-05-10,2023-03-14,19:14:07,13:41:09
14,930,2023-09-05,2023-08-18,20:45:29,02:04:17
2,311,2023-10-11,2023-08-24,07:01:16,01:45:57
17,178,2023-03-08,2023-05-07,16:33:51,11:55:39
14,272,2023-09-07,2023-06-10,09:01:47,17:15:19
16,775,2023-08-23,2023-01-15,11:58:39,06:16:23
19,25,2023-11-27,2023-09-27,10:08:21,20:33:17
7,682,2023-08-09,2023-10-14,05:47:44,23:20:57
17,213,2023-07-09,2023-04-10,17:01:25,01:24:56
13,890,2023-03-10,2023-07-12,12:55:15,20:24:35
3,884,2023-10-25,2023-05-20,02:47:04,00:53:25
15,614,2023-11-16,2023-01-13,18:05:43,03:50:54
5,701,2023-11-29,2023-10-27,07:45:27,21:58:39
17,651,2023-11-10,2023-02-19,02:32:59,18:38:45
15,909,2023-09-23,2023-09-28,06:05:13,21:57:02
7,335,2023-10-07,2023-02-28,18:43:34,23:50:39
6,813,2023-07-21,2023-01-06,07:02:23,01:20:58
18,795,2023-12-21,2023-02-08,15:12:26,04:51:22
5,320,2023-09-21,2023-11-27,03:28:28,05:59:30
12,445,2023-08-12,2023-08-05,09:51:52,22:37:18
3,16,2023-05-16,2023-09-07,22:51:55,01:08:55
16,80,2023-06-29,2023-03-23,18:43:57,10:18:18
7,775,2023-04-03,2023-10-10,14:39:47,09:15:45
16,791,2023-05-14,2023-06-16,04:01:31,14:24:17
13,281,2023-05-31,2023-09-04,18:58:07,14:06:25
11,96,2023-10-06,2023-09-26,19:09:56,05:11:56
16,331,2023-01-10,2023-11-06,23:12:22,03:41:16
7,375,2023-09-15,2023-04-25,23:01:57,04:33:00
10,450,2023-11-26,2023-09-15,22:56:22,12:27:05
12,398,2023-12-12,2023-03-25,12:10:54,01:59:19
2,166,2023-09-22,2023-11-20,18:06:57,17:51:57
15,645,2023-05-26,2023-05-09,12:50:44,18:10:30
5,815,2023-02-06,2023-07-03,23:49:19,06:45:51
6,971,2023-03-20,2023-10-10,04:10:52,14:17:49
9,343,2023-08-06,2023-05-23,15:57:17,21:15:50
2,438,2023-01-08,2023-06-17,11:14:31,19:19:07
15,244,2023-04-26,2023-01-11,02:36:02,08:14:58
12,164,2023-08-27,2023-02-19,14:27:42,17:28:59
11,945,2023-06-19,2023-03-31,15:10:35,22:15:57
14,515,2023-01-19,2023-11-25,09:37:37,07:33:32
3,743,2023-10-15,2023-03-15,20:02:11,03:02:22
7,729,2023-09-25,2023-11-14,16:20:03,03:22:47
19,57,2023-05-04,2023-10-06,05:13:57,09:36:16
17,488,2023-03-06,2023-04-02,22:54:04,14:48:16
8,642,2023-05-12,2023-08-05,11:27:45,01:40:01
14,383,2023-11-03,2023-04-26,17:15:57,22:01:26
13,633,2023-01-08,2023-08-26,18:30:06,06:46:45
17,501,2023-03-25,2023-03-29,18:07:47,19:41:42
10,670,2023-11-25,2023-03-21,02:44:26,10:00:13
6,834,2023-02-05,2023-09-20,15:26:34,22:04:11
18,140,2023-02-24,2023-01-29,02:12:22,17:50:43
12,376,2023-02-27,2023-03-05,13:11:00,19:21:55
4,491,2023-10-18,2023-08-09,17:20:24,23:01:56
13,594,2023-10-24,2023-03-31,13:54:21,13:18:58
4,604,2023-11-04,2023-05-06,01:13:57,23:04:24
9,533,2023-09-17,2023-03-22,13:05:55,15:46:19
18,294,2023-01-23,2023-04-02,03:01:23,06:46:02
2,789,2023-11-17,2023-10-12,22:55:28,17:42:58
15,312,2023-10-27,2023-05-30,18:41:37,19:21:09
20,82,2023-06-03,2023-09-27,20:49:51,10:52:48
6,985,2023-07-11,2023-06-02,05:09:57,01:06:48
15,316,2023-09-14,2023-09-08,19:25:27,02:42:11
14,32,2023-09-07,2023-06-08,04:41:24,11:20:57
15,825,2023-01-04,2023-02-23,00:31:56,16:03:46
19,473,2023-10-31,2023-09-09,20:19:42,01:18:23
3,740,2023-05-07,2023-08-29,23:42:31,16:19:10
3,213,2023-02-07,2023-12-05,15:56:01,09:13:48
1,628,2023-09-23,2023-06-29,23:31:07,02:41:46
3,730,2023-07-17,2023-12-16,09:57:07,01:11:47
16,427,2023-01-24,2023-04-17,19:47:47,14:12:02
19,56,2023-11-15,2023-01-27,07:43:59,08:44:53
11,419,2023-08-09,2023-12-22,11:05:44,08:38:13
20,552,2023-12-16,2023-03-29,04:36:58,08:04:06
3,437,2023-02-18,2023-07-18,14:42:51,06:02:00
10,900,2023-06-27,2023-11-11,02:39:17,13:56:28
3,853,2023-10-01,2023-09-27,22:31:52,00:16:20
9,828,2023-05-23,2023-12-19,05:32:11,20:13:07
13,848,2023-04-28,2023-12-08,01:47:20,15:46:55
11,931,2023-09-02,2023-06-01,02:42:06,18:49:52
6,477,2023-02-27,2023-10-11,00:58:29,21:25:18
18,556,2023-11-17,2023-10-11,02:51:51,12:25:47
12,863,2023-01-02,2023-09-14,10:27:52,08:49:30
13,51,2023-06-17,2023-07-11,00:25:43,12:40:54
9,753,2023-10-16,2023-08-02,13:51:24,14:27:40
12,710,2023-02-15,2023-02-09,12:26:28,11:03:42
14,154,2023-09-05,2023-08-05,19:19:56,19:11:57
19,353,2023-12-06,2023-07-08,14:26:05,10:08:22
15,718,2023-01-12,2023-02-25,03:18:58,18:37:15
16,827,2023-09-09,2023-11-25,20:23:36,07:29:53
20,7,2023-01-09,2023-05-30,22:58:22,07:43:05
18,747,2023-05-16,2023-06-17,08:01:40,13:07:06
2,489,2023-07-13,2023-11-27,08:53:49,19:36:02
8,840,2023-05-15,2023-03-08,14:59:18,15:28:52
19,977,2023-04-07,2023-10-05,18:32:58,01:59:43
20,747,2023-05-20,2023-03-05,04:48:03,00:29:53
10,964,2023-05-19,2023-02-04,13:07:38,17:07:34
10,175,2023-08-28,2023-05-02,17:27:25,03:46:58
20,761,2023-03-01,2023-09-26,01:29:23,08:44:33
18,956,2023-08-28,2023-05-26,02:00:05,23:13:42
9,504,2023-08-11,2023-04-21,02:56:18,23:38:59
4,742,2023-09-21,2023-04-18,00:50:22,02:14:38
17,37,2023-10-27,2023-06-28,05:44:44,15:43:22
7,728,2023-01-13,2023-06-27,05:27:19,00:58:48
1,98,2023-01-04,2023-04-22,04:23:23,06:34:55
19,307,2023-01-30,2023-12-13,12:20:16,12:06:55
3,210,2023-03-19,2023-06-13,04:24:16,08:10:44
13,160,2023-02-10,2023-04-12,03:13:27,03:32:18
2,299,2023-01-29,2023-03-26,01:51:25,02:11:07
4,958,2023-07-26,2023-10-16,09:00:50,05:58:01
9,883,2023-01-18,2023-03-03,06:07:56,06:25:16
4,561,2023-04-08,2023-04-30,14:28:38,07:10:08
13,600,2023-07-03,2023-05-14,13:45:59,18:13:58
10,872,2023-01-05,2023-07-11,11:18:44,23:09:01
14,206,2023-08-23,2023-10-15,00:50:54,04:06:35
19,430,2023-01-05,2023-06-02,04:03:40,19:25:42
14,903,2023-10-03,2023-04-18,14:54:58,14:11:30
10,742,2023-02-08,2023-04-24,13:32:05,20:33:51
11,334,2023-07-28,2023-09-29,12:21:07,22:07:14
19,960,2023-03-28,2023-10-11,12:58:07,06:52:20
20,571,2023-12-16,2023-07-24,01:13:52,23:12:54
19,20,2023-12-14,2023-09-03,02:09:09,07:09:06
1,55,2023-02-03,2023-04-06,00:09:51,07:30:52
9,675,2023-08-15,2023-05-15,04:18:54,12:37:43
13,814,2023-04-14,2023-06-13,18:42:25,15:10:41
9,966,2023-01-22,2023-02-11,23:19:05,17:46:36
13,801,2023-12-21,2023-10-24,05:31:33,21:29:00
3,930,2023-03-14,2023-06-05,11:24:00,10:11:54
20,67,2023-09-06,2023-07-25,11:25:01,17:41:39
14,738,2023-02-27,2023-01-20,14:41:46,21:25:51
10,34,2023-01-22,2023-04-17,20:00:41,10:42:38
6,366,2023-11-03,2023-08-04,00:36:58,02:40:52
12,393,2023-11-07,2023-02-22,04:47:05,20:05:47
14,554,2023-04-01,2023-04-01,13:05:58,15:09:14
12,495,2023-07-12,2023-07-21,15:06:09,03:05:19
15,335,2023-08-11,2023-10-15,23:11:32,03:43:11
6,691,2023-02-23,2023-01-23,03:12:50,02:19:00
14,174,2023-10-24,2023-07-21,13:08:25,08:09:41
4,279,2023-07-02,2023-07-07,19:39:57,08:26:02
15,229,2023-06-04,2023-12-27,22:17:06,06:34:09
1,727,2023-05-22,2023-12-17,14:38:47,19:08:48
1,670,2023-06-16,2023-03-13,04:32:24,09:11:38
13,187,2023-05-04,2023-01-22,11:02:31,19:37:21
20,126,2023-03-24,2023-04-21,07:49:07,06:11:31
17,815,2023-02-17,2023-11-01,14:57:15,10:01:32
20,795,2023-07-24,2023-04-08,19:45:57,03:35:08
9,1000,2023-10-04,2023-12-03,20:53:10,02:06:05
9,251,2023-05-04,2023-06-11,09:38:37,20:53:51
8,429,2023-05-16,2023-10-04,18:39:11,10:07:15
14,584,2023-02-11,2023-11-24,17:58:21,07:04:00
14,275,2023-05-18,2023-01-31,13:25:55,09:59:47
7,498,2023-11-17,2023-05-31,03:55:17,07:50:17
7,612,2023-08-10,2023-01-19,19:12:15,04:36:01
14,809,2023-05-29,2023-05-04,04:12:19,16:05:01
14,989,2023-10-31,2023-11-24,14:35:51,03:09:01
8,522,2023-07-14,2023-12-22,16:49:35,07:10:54
10,576,2023-10-13,2022-12-30,15:05:47,05:51:55
3,421,2023-10-15,2023-12-02,16:51:01,22:05:11
6,799,2023-12-13,2023-06-30,08:06:45,11:01:55
4,612,2023-07-17,2023-03-30,15:32:27,13:01:50
11,392,2023-12-09,2023-12-16,23:23:24,18:25:25
6,810,2023-04-29,2023-11-15,04:37:25,15:58:29
8,941,2023-06-03,2023-08-31,04:08:26,21:19:53
16,340,2023-03-24,2023-12-22,12:58:47,03:04:59
9,268,2023-01-22,2023-03-28,09:22:35,21:11:43
14,423,2023-01-25,2023-01-15,20:34:16,18:07:46
6,866,2023-03-30,2023-04-27,22:22:46,04:33:24
5,130,2023-05-03,2023-02-07,03:40:14,09:23:02
16,326,2023-07-03,2023-07-25,20:29:30,12:09:47
19,275,2023-07-17,2023-04-16,09:39:29,03:14:37
1,144,2023-10-14,2023-03-14,14:18:00,23:35:53
17,747,2023-06-20,2023-10-23,10:52:21,16:40:23
1,853,2023-08-10,2023-12-03,09:15:32,02:13:46
4,124,2023-01-20,2023-05-10,20:33:41,14:37:58
16,781,2023-09-22,2023-12-23,06:31:55,08:51:58
12,739,2023-01-30,2023-11-25,00:58:33,19:34:17
9,453,2023-04-25,2022-12-29,04:15:39,21:20:17
17,396,2022-12-28,2023-12-22,04:17:59,00:31:26
5,532,2023-01-02,2023-02-20,10:16:46,15:15:04
20,89,2023-10-30,2023-05-01,00:44:41,10:38:56
9,595,2023-01-24,2023-08-22,00:47:53,14:15:01
8,937,2023-07-13,2023-07-27,15:32:49,09:40:44
2,402,2023-10-31,2023-08-21,18:58:34,06:33:44
1,476,2023-08-27,2023-04-06,12:24:16,21:44:43
11,956,2023-06-03,2023-09-20,16:50:35,11:00:12
20,853,2023-03-04,2023-05-18,07:00:06,16:27:23
11,560,2023-07-13,2023-06-28,16:34:19,17:59:42
8,417,2023-01-12,2022-12-30,01:27:01,21:29:02
15,165,2023-04-02,2023-04-27,12:17:28,07:52:58
13,904,2023-05-14,2023-12-14,02:27:13,07:46:19
14,195,2023-08-06,2023-02-14,05:52:28,16:40:21
19,843,2023-07-05,2023-12-19,09:21:44,12:42:05
8,516,2023-07-18,2023-10-23,11:31:06,16:39:47
14,303,2023-09-03,2023-05-26,10:46:06,13:47:15
18,473,2023-09-25,2023-08-08,12:28:38,17:19:18
9,234,2023-03-26,2023-11-22,22:27:51,02:59:18
3,91,2023-04-11,2023-09-14,02:10:56,16:15:36
3,274,2023-05-04,2023-02-03,02:16:09,16:11:02
8,504,2023-01-20,2023-10-31,21:10:44,02:27:47
2,75,2023-02-24,2023-06-16,09:59:04,05:54:27
14,362,2023-03-04,2023-08-04,00:06:04,03:33:23
2,518,2023-05-30,2023-11-15,01:28:48,16:51:33
1,934,2023-03-29,2023-11-01,09:42:14,19:24:05
2,766,2023-03-01,2023-06-01,12:34:48,12:45:05
3,850,2023-08-19,2023-05-31,06:44:27,17:22:46
3,994,2023-05-17,2023-08-19,00:09:08,18:58:49
19,936,2023-12-12,2023-02-26,08:55:11,09:49:59
9,860,2023-01-08,2023-03-05,22:01:00,01:40:48
5,872,2023-04-24,2023-02-06,04:32:11,21:33:09
1,757,2023-12-27,2023-04-07,04:45:32,11:46:00
20,1000,2023-10-25,2023-06-30,11:35:48,22:48:15
10,590,2023-02-03,2023-03-22,08:42:36,06:04:06
15,213,2023-01-04,2023-12-15,11:50:20,11:14:32
11,441,2023-09-25,2023-06-22,09:44:22,17:59:15
3,888,2023-11-11,2023-09-30,14:24:05,21:38:01
20,216,2023-01-21,2023-06-19,04:27:36,23:11:43
9,226,2023-03-17,2023-04-09,16:43:54,11:12:13
18,661,2023-03-24,2023-10-06,22:19:44,16:20:04
19,175,2023-01-04,2023-06-26,06:11:11,05:10:20
2,434,2023-11-05,2023-09-27,04:33:27,08:34:58
18,180,2023-03-17,2023-03-07,22:00:59,11:37:42
8,626,2023-04-30,2023-12-11,03:25:57,10:46:41
1,201,2023-07-18,2023-12-03,06:07:25,13:13:55
18,958,2023-10-17,2023-08-09,13:30:36,12:42:54
8,298,2023-01-13,2023-12-27,07:25:00,22:33:21
16,427,2023-05-14,2023-11-04,23:08:23,16:04:00
9,781,2023-04-08,2023-06-22,00:45:49,10:05:16
7,269,2023-11-23,2023-12-13,09:49:10,17:27:26
20,983,2023-07-27,2023-09-15,10:37:29,15:29:50
3,238,2023-08-11,2023-05-01,06:37:43,10:18:15
10,616,2023-04-08,2023-11-11,09:30:57,01:12:07
14,753,2023-09-20,2023-07-24,10:26:06,07:21:07
11,675,2023-10-03,2023-01-15,08:28:03,11:30:48
11,984,2023-03-10,2023-12-15,06:54:09,15:50:00
19,938,2023-05-21,2023-02-19,02:26:23,15:25:05
11,8,2023-06-22,2023-09-03,06:53:38,18:30:36
1,183,2023-11-07,2023-08-08,17:18:06,18:46:02
1,616,2023-06-13,2023-10-11,07:11:17,01:40:14
10,639,2023-07-07,2023-05-14,20:57:06,11:03:27
13,205,2023-01-11,2023-02-26,02:47:15,22:59:27
10,22,2023-08-18,2023-01-08,22:12:18,21:13:17
11,742,2023-09-13,2023-07-06,02:14:47,13:54:01
7,511,2023-10-15,2023-07-08,14:10:50,01:36:19
4,565,2023-05-11,2023-08-04,22:35:31,17:13:46
11,545,2023-02-23,2023-07-11,07:17:21,01:49:46
16,597,2023-12-02,2023-03-15,20:24:26,23:04:25
8,121,2023-01-28,2023-09-08,00:20:22,05:49:38
11,777,2023-04-13,2023-07-21,07:23:21,02:36:27
6,218,2023-11-15,2023-11-11,03:57:41,04:42:15
